n_estimators,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std
168,0.5203650000000001,0.0008530853806429117,0.5944263333333334,0.0032706146551102926
169,0.5199566666666667,0.0008590111886478829,0.59433,0.003206612023096444
170,0.519548,0.0008647959296851393,0.5942410000000001,0.0031507828656806586
171,0.5191483333333333,0.0008779948114248098,0.5942243333333334,0.003238104109231546
172,0.5186486666666666,0.0008572087778883965,0.594213,0.0032236328368265886
173,0.518281,0.000753105570288786,0.5941553333333333,0.0032476404083922705
174,0.517888,0.0007649736378900118,0.5940340000000001,0.003214469266716779
175,0.5175883333333333,0.000707896571227411,0.5940673333333334,0.0032425855253005805
176,0.5171659999999999,0.0006951258878793138,0.5940703333333334,0.0032976700192037614
177,0.5167183333333333,0.0006857605672212283,0.5940453333333333,0.0033078706477463757
178,0.516285,0.0007098577322252878,0.5940226666666666,0.0031728810602072908
179,0.5158686666666666,0.0007284912872200822,0.5939246666666667,0.0031430208752444306
180,0.515432,0.0007019149996022637,0.5939303333333333,0.0031318673166162198
181,0.515011,0.0006965261421272846,0.5939183333333333,0.003220399802647012
182,0.514581,0.0007735929162033719,0.5938486666666667,0.0031762695449571512
183,0.514172,0.0007846566127931215,0.5938176666666667,0.0031703997995345635
184,0.513831,0.0007855219071844346,0.5937816666666667,0.0032256556267249254
185,0.5134843333333333,0.0007335376987964287,0.593673,0.0031991637448975044
186,0.5131076666666666,0.0007036904306740437,0.5936653333333334,0.003172896083321268
187,0.5127343333333334,0.0007590504301794283,0.593638,0.0031365498029947746
188,0.5124063333333334,0.0007802060981276511,0.5936323333333333,0.003094497302560734
189,0.51211,0.0007521732956351517,0.5935876666666667,0.003132249706237061
190,0.5117343333333333,0.0007532796441045373,0.59356,0.0031229679259746745
191,0.5113523333333333,0.0007345517151448526,0.5935426666666667,0.003081311661542126
192,0.511065,0.000784859647750251,0.5935083333333333,0.00315160618662224
193,0.5106653333333333,0.0007359009595198574,0.5934309999999999,0.003146779094036763
194,0.5103323333333333,0.0007505315153646452,0.5933966666666667,0.003142492676558267
195,0.5099266666666668,0.0007460600214162494,0.593389,0.0031414169838890776
196,0.5095446666666666,0.0008106023823196201,0.5932930000000001,0.0030246032246671033
197,0.5092126666666666,0.0007286107023339693,0.593266,0.0029865700505205925
198,0.5088196666666667,0.0007446136955197292,0.593209,0.0030012500728862873
199,0.508546,0.0008231212952333604,0.5931983333333334,0.002989010352757065
200,0.5081096666666666,0.0008785367885802191,0.593134,0.0029704108582259683
201,0.5076366666666666,0.0009082163227386357,0.5930933333333334,0.0029282960156984603
202,0.507337,0.0008878933869934445,0.593047,0.002973172043457964
203,0.5069096666666667,0.0008505125252196475,0.5929613333333333,0.002982656683040977
204,0.5065226666666666,0.0007657381333647205,0.592899,0.0030067737970566927
205,0.5061823333333333,0.0007853459251961941,0.5929763333333332,0.002987897402671145
206,0.5057873333333333,0.0007535592581579536,0.593026,0.002966469057089003
207,0.5053453333333333,0.0008799584586154424,0.5929253333333332,0.002869321096628173
208,0.5050133333333333,0.000913171153484126,0.5929369999999999,0.0027830811462597866
209,0.5046486666666666,0.0009388199448717174,0.5929086666666668,0.00277993696970913
210,0.5043186666666667,0.0008928838421405256,0.592876,0.002815546246586427
211,0.5039413333333335,0.0008960789895737591,0.5928713333333332,0.002772702211842384
212,0.5035993333333333,0.0009024427344097205,0.5928093333333333,0.0027106237084643116
213,0.5031979999999999,0.0009107714678593628,0.5927843333333334,0.002780550225325103
214,0.5028926666666665,0.0008995044314633944,0.5927273333333334,0.0027532420081706832
215,0.5025293333333334,0.0009281366039304331,0.5927053333333333,0.0027709327350591323
216,0.5022449999999999,0.0009285030963868978,0.5927236666666666,0.0027709709890618166
217,0.501888,0.0008529740128905714,0.5927296666666667,0.0027110067420711846
218,0.5015153333333334,0.0009341685548598285,0.5926710000000001,0.0027201622500627604
219,0.5011356666666668,0.0009364152687539607,0.5925846666666666,0.0026907452912199475
220,0.5006856666666666,0.0009589342463844295,0.5925486666666666,0.0027182397899294004
221,0.500352,0.0009147724671559631,0.5924593333333333,0.0027556134626531923
222,0.4999550000000001,0.0009131356233696474,0.5924483333333334,0.002749665717056478
223,0.4996056666666666,0.0009291807622249077,0.5924366666666666,0.002759086845719459
224,0.499207,0.0008911038098897491,0.5924086666666667,0.0028335615202230743
225,0.49888366666666667,0.0009041063113496176,0.5923613333333333,0.0027454191341618923
226,0.49852599999999997,0.0009164827694325093,0.5923523333333334,0.0027355053565211013
227,0.498127,0.0009678453733250199,0.5923366666666666,0.0027237392598330047
228,0.49776266666666663,0.0009954745378740427,0.5922473333333333,0.0026493543028863076
229,0.4973936666666667,0.000999410937613878,0.5923256666666666,0.0025414321859053425
230,0.4970016666666666,0.0010010345759374215,0.592321,0.0025001467956902047
231,0.4967063333333333,0.000992817651378584,0.5922466666666667,0.0024971178497531082
232,0.4963203333333333,0.0009611719698137003,0.5921566666666667,0.0024741064829325392
233,0.495981,0.0010122493105291027,0.5921416666666667,0.0025422476057396517
234,0.4956216666666667,0.0010465831176845095,0.5921653333333333,0.0025251210312026836
235,0.4953106666666667,0.0010177302633256524,0.5920786666666666,0.0025691846090842687
